#{"t_start": 1770189414.7087045, "env_id": "None"}
r,l,t
-5.926536,50,49.897328
0.7623308,50,49.897328
-3.2867312,50,49.897328
12.154245,50,49.897328
4.726737,50,49.897328
-10.169217,50,49.897328
5.2336516,50,50.415983
-10.685908,50,50.415983
-8.006011,50,50.415983
3.0244985,50,50.415983
2.6011634,50,50.415983
-4.1494493,50,50.415983
4.2796984,50,50.415983
7.487137,50,50.416497
-5.769222,50,50.796472
-6.989001,50,50.796472
11.57352,50,50.796472
-2.0745304,50,50.796472
4.3397536,50,50.796472
-20.222626,50,50.796472
-13.168706,50,50.796472
3.9423113,50,50.796472
21.175,50,51.160323
1.6527703,50,51.160323
-8.309766,50,51.160323
8.52017,50,51.160323
-12.961996,50,51.160323
3.5093524,50,51.160323
-0.03468573,50,51.160323
8.647483,50,51.160323
0.30864874,50,51.513016
5.682172,50,51.513016
-0.931398,50,51.513016
-6.220657,50,51.513016
-9.723644,50,51.513016
7.2158995,50,51.513016
0.77066547,50,51.513016
15.018274,50,51.513016
-0.9539693,50,51.866516
7.71611,50,51.866516
2.986647,50,51.866516
6.482581,50,51.866516
1.979805,50,51.866516
-2.63867,50,51.866516
4.0220494,50,51.866516
1.5460163,50,51.866516
-2.9367151,50,52.224931
-0.76317894,50,52.224931
-4.598603,50,52.224931
-6.078649,50,52.224931
3.0024962,50,52.224931
3.3467865,50,52.224931
1.8308489,50,52.224931
-16.035948,50,52.224931
-1.2393867,50,52.615028
-0.012056649,50,52.615028
3.8353987,50,52.615028
-6.087048,50,52.615028
8.143119,50,52.615028
5.8441005,50,52.615028
-2.184719,50,52.615028
